id,relativeReadability,lexicalDiversity,topTopicSimilarity,syllableRate,PRP$,VBG,VBD,VBN,VBP,WDT,JJ,WP,VBZ,DT,NN,TO,PRP,RB,NNS,NNP,VB,WRB,CC,CD,EX,IN,WP$,MD,JJS,JJR,``,'',:,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,heat
9kH0x7V_0Ig-2790,0.9929681461334638,0.5232067510548524,0.3333333333333333,2.917,0.004,0.051,0,0.004,0.063,0,0.051,0.008,0.034,0.089,0.114,0.034,0.097,0.101,0.013,0.055,0.072,0.004,0.017,0.013,0,0.08,0,0.034,0,0.017,0,0,0.021,0.3068793466854101,0.269960667412078,5,5,5,0.5602391673593063,5,5,5,5,5,5,5,0.5784384273554724,5,0.9187059140975953,0.5304024380774711,5,5,5,5,5,5,0.9336645521183321,5,5,0.5376901636454225,5,0.5443493193303321,0.5696974083774784,0.572
9kH0x7V_0Ig-2880,1.287514185887907,0.6153846153846154,0.5555555555555556,0.358,0.038,0.038,0,0,0.038,0,0.077,0,0,0.077,0.231,0.038,0.077,0.077,0.038,0,0.077,0,0.038,0,0,0.115,0,0.038,0,0,0,0,0,5,5,5,5,0.9228399630255706,5,5,5,5,0.942126258124532,5,5,0.9228399630255706,5,5,5,5,6.658830426837629,5,5,5,5,5,5,5,5,0.942126258124532,5,5,5,0.48
9_d8CQrCYUw-0,0.9905126176938245,0.5645933014354066,0.23333333333333334,2.95,0.005,0.048,0,0.024,0.072,0.005,0.072,0,0.033,0.062,0.11,0.048,0.081,0.086,0.048,0.067,0.067,0.014,0.029,0.005,0,0.1,0,0.014,0,0,0,0,0,5,0.4497532257591792,5,5,5,5,5,5,5,5,5,5,0.5679329028803299,0.3624498838596696,5,0.5272727918611075,5,0.4126592541119027,5,5,5,5,0.30792035487331365,5,5,5,5,5,5,0.21142344518684938,0.1
9_d8CQrCYUw-90,0.82232691202698,0.4909090909090909,0.2,2.692,0.009,0.05,0,0,0.032,0.009,0.073,0,0.045,0.105,0.177,0.027,0.086,0.036,0.036,0.009,0.05,0.009,0.041,0.009,0.005,0.159,0,0.027,0,0,0,0,0.005,5,5,5,5,5,5,5,5,0.4376983947079027,5,5,5,0.43721784821151427,5,0.5606349499084293,0.8714176811030724,5,5,5,0.41760353850949194,5,5,0.300312489332415,5,5,5,5,5,5,5,0.1
9_d8CQrCYUw-180,0.9570961225133713,0.5214723926380368,0.2,2.033,0,0.012,0,0.006,0.031,0.006,0.067,0,0.049,0.11,0.172,0.018,0.092,0.061,0.025,0.049,0.049,0.006,0.037,0.025,0,0.123,0,0.031,0,0,0,0,0.012,5,5,5,5,5,5,5,0.873768748047662,0.5757200260892519,5,5,5,0.5700460133354176,5,5,5,0.3403712563578696,5,5,0.5368128803756622,5,5,0.44873992703955407,5,5,5,5,5,5,5,0.1
9_d8CQrCYUw-270,0.9107971173150918,0.5428571428571428,0.16666666666666666,1.617,0.007,0.05,0.007,0,0.043,0.014,0.064,0,0.007,0.093,0.143,0.036,0.064,0.057,0.043,0.079,0.057,0,0.029,0.007,0,0.143,0,0.014,0,0.007,0,0,0.021,5,5,5,5,5,5,5,5,5,5,5,5,0.5615339970200628,5,5,0.5530010971976215,0.48778132548338277,5,5,0.8782729647864415,5,5,0.45429295293792793,5,5,5,5,5,5,5,0.145
9_d8CQrCYUw-360,0.9149730445344703,0.4541284403669725,0.20689655172413793,2.483,0.023,0.009,0.005,0.009,0.032,0,0.064,0.005,0.046,0.106,0.138,0.041,0.06,0.064,0.028,0.023,0.069,0.005,0.06,0.014,0.005,0.115,0,0.018,0,0,0.009,0.009,0.014,5,5,5,5,5,5,5,0.3116022865697625,0.3230855500108456,5,5,0.859850882709046,5,0.5454834029519305,5,5,0.30625477375893906,0.9069090395789576,5,5,5,5,5,5,5,5,5,5,5,5,0.168
9_d8CQrCYUw-450,0.8765494422807883,0.4637096774193548,0.13333333333333333,2.642,0,0.032,0.016,0.02,0.052,0.012,0.052,0,0.044,0.137,0.137,0.016,0.105,0.052,0.028,0.032,0.032,0.016,0.04,0.008,0.004,0.125,0,0.016,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0.4336596221224547,5,0.872666344938591,5,5,0.3158148822288303,0.8826515174302759,5,5,5,5,5,5,5,5,5,5,5,5,0.108
9_d8CQrCYUw-540,1.1554316772337634,0.5102040816326531,0.23333333333333334,1.658,0.007,0,0,0,0.054,0.007,0.095,0.007,0.048,0.15,0.17,0.007,0.048,0.041,0.061,0.061,0.027,0,0.082,0,0.007,0.122,0,0.007,0,0,0,0,0,5,5,5,5,5,5,5,5,0.923773255863064,5,0.31205414004776516,0.3670719773263544,5,0.43020484071799214,0.5606367629267539,5,5,0.5533199293365365,5,0.8937955606380115,5,5,5,5,5,5,5,5,5,5,0.1
9_d8CQrCYUw-630,1.0379602355828577,0.45714285714285713,0.23333333333333334,2.067,0.006,0.006,0.006,0.006,0.034,0.011,0.069,0,0.04,0.154,0.166,0.023,0.08,0.051,0.023,0.057,0.063,0.006,0.04,0.006,0.006,0.103,0,0.029,0,0,0,0,0.006,5,0.11751653672211534,5,5,5,5,5,0.3488916571954991,0.3891860999055987,5,5,0.4245044451935851,5,0.5629213473370538,5,5,0.5083737608815921,5,5,5,5,5,5,0.4923142438076763,5,5,5,5,5,5,0.194
9_d8CQrCYUw-720,1.0144642262541799,0.4885057471264368,0.3333333333333333,2.017,0.011,0.017,0.011,0.006,0.034,0.006,0.109,0,0.052,0.149,0.201,0.023,0.069,0.052,0.011,0.006,0.034,0,0.052,0.017,0.006,0.115,0,0.011,0,0,0,0,0,5,5,5,5,0.8856492573855578,5,5,0.4190763196748576,0.42342632637051597,5,5,0.358984470949806,5,0.8914836114175253,5,0.4522292484299009,0.4428845976478825,0.4238878944986678,5,0.5355364237214224,5,5,5,0.8973664867880855,5,5,5,5,5,5,0.228
9_d8CQrCYUw-810,0.9770347609308112,0.5211267605633803,0.2727272727272727,1.575,0,0,0.014,0.028,0.063,0.021,0.056,0.007,0.042,0.092,0.127,0.021,0.092,0.07,0.028,0.021,0.077,0.007,0.056,0.007,0,0.113,0,0.021,0,0,0,0,0.007,5,5,5,5,5,5,5,5,5,5,0.4500762816049748,5,0.5080871651248414,0.44027502012929565,0.8410818217656386,0.8983352845351926,5,0.8557729505933198,5,5,5,5,5,5,5,5,5,5,5,5,0.288
9_d8CQrCYUw-900,1.0498345151759556,0.5789473684210527,0.13333333333333333,1.625,0.013,0,0.007,0.007,0.013,0.02,0.132,0,0.092,0.132,0.171,0,0.046,0.072,0.033,0.026,0.033,0,0.066,0.02,0,0.079,0,0.013,0,0,0,0,0.013,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5561332393527111,0.39826573066829046,0.43091729658395317,5,0.9324536801946799,5,5,5,5,5,5,5,5,5,5,5,5,0.272
9_d8CQrCYUw-990,1.0384568416897317,0.529126213592233,0.36666666666666664,2.6,0.005,0.019,0,0.015,0.053,0.01,0.126,0.015,0.049,0.107,0.141,0.015,0.092,0.039,0.034,0.015,0.044,0,0.044,0.019,0,0.112,0,0.029,0,0,0,0,0,0.8958486436701194,5,5,5,0.9110034466250181,5,5,0.5450773577854967,0.5422123656103252,5,5,0.8723068395854024,0.9090731407364534,0.5458427132920499,5,0.5337631412990005,5,0.4441459505503212,5,0.90034240901538,5,5,0.9067054061352637,5,5,5,5,5,5,5,0.52
9_d8CQrCYUw-1080,0.9400077624531281,0.46099290780141844,0.2,1.792,0,0.021,0.021,0,0.021,0.007,0.085,0.007,0.064,0.149,0.184,0.014,0.071,0.057,0.05,0.014,0.014,0,0.05,0.021,0,0.121,0,0.014,0,0,0,0,0.007,5,5,5,5,5,5,5,5,5,5,5,0.5353253935552627,0.5465374398949044,0.5603214649040349,5,0.8833115879876903,0.8800797238004959,0.37766767650812505,5,5,5,5,5,5,5,5,5,5,5,5,0.476
9_d8CQrCYUw-1170,1.1023307605065662,0.5172413793103449,0.1,2.317,0,0.017,0,0,0.046,0.006,0.092,0.006,0.052,0.132,0.224,0.04,0.057,0.04,0.052,0.011,0.034,0,0.034,0.006,0,0.115,0,0.006,0,0,0,0,0.011,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.7783305239066365,5,5,0.40462484759337025,5,5,5,5,5,5,5,5,0.3744812914741179,5,0.453
9_d8CQrCYUw-1260,1.0711499725476956,0.5191256830601093,0.23333333333333334,2.317,0.011,0,0,0,0.049,0.005,0.077,0,0.038,0.115,0.169,0.022,0.087,0.049,0.049,0.077,0.06,0,0.038,0.011,0,0.077,0,0.027,0,0,0,0,0.011,0.37975123182424353,5,5,5,5,5,5,5,5,0.2805622646056358,5,0.737322341954693,0.4539515951769196,0.5683855018123035,5,5,5,5,0.5619174296945844,5,5,5,5,5,5,5,5,5,0.32830164710708376,5,0.585
9_d8CQrCYUw-1350,1.2354307488194067,0.5984251968503937,0.3,1.525,0.008,0.024,0.024,0,0.031,0,0.063,0,0.039,0.079,0.252,0.024,0.079,0.031,0.031,0.055,0.047,0.008,0.047,0.031,0,0.079,0,0.008,0,0,0,0,0.024,0.30649366828479335,5,5,5,5,5,5,5,5,5,0.45900963452456617,5,5,0.9167803709819196,0.9339453702683264,0.8874821487617073,5,0.9274121576351949,0.3613343772411429,5,5,5,5,5,5,5,0.45027920666448473,2.889078899263694,5,5,0.437
9_d8CQrCYUw-1440,0.9172096223949788,0.4567901234567901,0.42857142857142855,1.692,0.006,0,0.012,0.037,0.056,0.006,0.056,0.019,0.086,0.123,0.099,0.012,0.056,0.086,0.031,0.043,0.037,0.012,0.031,0.031,0.006,0.123,0,0.012,0,0,0,0,0,0.9237117384905089,5,5,5,0.5795320744611526,5,5,0.45009779298341773,0.4439433762861243,5,5,5,5,0.7741490053650305,5,0.929882255840464,5,0.8285789644857673,0.9288660451088104,0.9068734769013101,5,5,5,0.9321215377921654,0.38570438194514667,5,0.448268062181357,5,5,5,0.336
9_d8CQrCYUw-1530,1.164802938015426,0.5379746835443038,0.4666666666666667,1.925,0.006,0,0.006,0.019,0.057,0.025,0.108,0,0.07,0.108,0.177,0.006,0.051,0.063,0.025,0.051,0.019,0.013,0.044,0.013,0,0.108,0,0.006,0,0,0,0,0,0.25331384962471787,5,5,0.4284943841585761,5,5,5,0.4327340834278075,0.9058021148296659,0.5547521953983406,0.5446587545972524,5,5,0.9151140384372789,5,0.8979539896897828,5,0.9151140384372789,0.4250750740308692,0.9058021148296659,5,5,5,5,5,5,0.3158501744544949,1.9029049442622286,0.8950472712785537,5,0.449
9_d8CQrCYUw-1620,1.2756548619801225,0.504424778761062,0.23333333333333334,1.525,0.009,0,0.027,0.018,0.035,0,0.106,0,0.027,0.115,0.257,0.018,0.097,0.027,0.009,0.018,0.018,0.009,0.053,0.009,0,0.124,0,0.009,0,0,0,0,0.009,0.44408614139614716,5,5,5,5,5,5,5,5,0.4206372448740093,0.5584922000172703,5,5,0.5121583810308394,0.7783497256144665,5,5,0.5317372962414575,5,5,5,5,5,5,5,5,5,5,0.840891025998372,5,0.428
9_d8CQrCYUw-1710,1.1250068189093854,0.5106382978723404,0.3333333333333333,2.192,0,0.016,0,0.016,0.048,0.011,0.117,0.027,0.053,0.09,0.144,0.027,0.08,0.064,0.032,0.016,0.053,0.005,0.059,0.021,0,0.101,0,0.005,0,0,0,0,0.011,0.385262465046324,5,5,5,0.8978337793541695,5,5,0.3370893376377106,0.3133751262771742,0.901634386078557,5,5,5,0.8472020949636888,5,5,5,0.8472020949636888,0.9144886138900635,0.35008927234924364,5,5,5,0.8978337793541695,5,5,5,5,5,5,0.84
9_d8CQrCYUw-1800,0.9059029948423075,0.5,0.3,1.975,0,0.024,0.018,0.006,0.024,0,0.112,0.006,0.059,0.153,0.159,0.035,0.059,0.047,0.029,0.047,0.041,0.006,0.059,0.006,0,0.082,0,0.018,0,0,0,0,0,0.5669653299838662,5,5,5,0.30009157296996214,5,5,5,5,0.39529186869392924,5,5,0.9097451242433273,5,5,0.5583305913884193,5,5,0.5599730947262529,0.8086355373966199,5,5,0.8086355373966199,0.4248681359824567,5,5,5,5,5,5,0.565
9_d8CQrCYUw-1890,1.0637220695889713,0.45864661654135336,0.23333333333333334,1.342,0.008,0.015,0,0.008,0.06,0.015,0.083,0,0.068,0.128,0.15,0.053,0.068,0.053,0.008,0.06,0.038,0.008,0.03,0,0.008,0.09,0,0,0,0,0,0,0.053,0.34515229724069535,5,5,0.5016130312787441,5,5,5,5,5,5,5,5,0.8602397629389814,5,0.8730866215928363,5,5,5,0.8602397629389814,5,5,5,5,5,0.8602397629389814,5,5,1.1079269782486159,5,5,0.607
9_d8CQrCYUw-1980,1.0989259967443223,0.5411764705882353,0.2,1.892,0.006,0.018,0,0.012,0.076,0.006,0.094,0.024,0.041,0.076,0.2,0.024,0.082,0.041,0.024,0.029,0.035,0,0.029,0,0,0.129,0,0.012,0,0,0.006,0.006,0.018,0.3596336841875861,5,5,0.376623673988015,5,5,5,5,5,5,5,5,5,5,5,0.5645950839564708,5,5,0.4559967627873344,5,5,5,0.5846389258705833,5,5,5,5,1.8719559079939219,5,5,1.0
9_d8CQrCYUw-2070,1.0642702912274797,0.4620253164556962,0.3,1.783,0.006,0.019,0.019,0.013,0.013,0,0.082,0.006,0.108,0.171,0.171,0.006,0.057,0.076,0.006,0.025,0.032,0.006,0.057,0.006,0,0.095,0,0,0,0,0,0,0.019,0.5582436333562416,5,5,5,5,5,5,5,5,0.30861275823692913,0.3485486796073425,0.42041069940603765,0.7909880328149544,0.7909880328149544,0.5220351565905961,5,5,5,0.910736465710757,0.8506475485200846,5,5,5,5,5,5,5,5,5,5,0.665
9_d8CQrCYUw-2160,0.9501577365000312,0.4329896907216495,0.26666666666666666,2.175,0.01,0.005,0.021,0.01,0.021,0.01,0.072,0.01,0.093,0.124,0.149,0.021,0.077,0.077,0.01,0.041,0.041,0.021,0.036,0.005,0,0.098,0,0.015,0,0,0,0,0.005,0.5681079520652746,0.44775017684204294,5,5,0.3808519975745526,5,5,5,5,0.34719483646457183,5,0.5096165023186886,5,5,5,5,5,5,0.5703248988343815,0.5612263043931904,5,5,5,0.5448087579525069,5,5,5,5,5,5,0.363
9_d8CQrCYUw-2250,1.0967101081460249,0.44966442953020136,0.3333333333333333,1.6,0,0.013,0,0.007,0.02,0,0.087,0,0.074,0.141,0.208,0.034,0.06,0.107,0.027,0,0.02,0.007,0.034,0.02,0,0.101,0,0.02,0,0,0,0,0.02,0.2958335816335418,5,0.554708051076385,0.3273350799357274,5,5,5,5,5,0.8825069552989923,5,5,5,5,0.34610169282769965,5,5,5,0.8419337417473781,0.8825069552989923,5,5,5,5,0.8943809239739996,1.7073815418798217,5,0.7371895290417371,5,5,0.263
9_d8CQrCYUw-2340,0.9255586973239602,0.43315508021390375,0.23333333333333334,2.083,0,0.027,0,0.016,0.053,0.011,0.048,0,0.032,0.139,0.182,0.043,0.07,0.048,0.037,0.005,0.043,0.005,0.043,0.005,0,0.166,0,0.016,0,0.005,0,0,0.005,0.5482792375918393,5,5,5,5,5,5,5,5,5,5,5,0.56158356904783,5,0.4318091642947536,0.5202603580317182,5,5,5,0.5507404949396923,5,5,0.5737837550661978,5,0.8557423583682855,5,5,5,5,5,0.488
9_d8CQrCYUw-2430,0.8195357963139014,0.47601476014760147,0.16666666666666666,2.942,0.007,0.015,0.044,0.026,0.048,0,0.059,0.015,0.015,0.089,0.137,0.018,0.122,0.059,0.018,0.052,0.033,0.004,0.055,0.022,0,0.122,0,0.018,0.004,0,0,0,0,5,0.46160943004707833,5,5,5,5,5,5,5,5,5,0.8581224353983563,5,0.91002927634274,5,5,0.5478505662566808,0.44230118405222224,5,5,5,5,5,5,5,5,5,5,5,5,0.336
9_d8CQrCYUw-2520,0.972429072793732,0.5087719298245614,0.26666666666666666,1.783,0.006,0.018,0.018,0.018,0.029,0.006,0.07,0,0.047,0.099,0.14,0.029,0.111,0.018,0.029,0.018,0.041,0.018,0.076,0.029,0.006,0.123,0,0.029,0,0,0,0,0,5,5,5,5,0.3933156362511282,5,0.3446541118939947,0.9167489676887521,0.9246385891046462,5,5,5,0.8931770655095463,5,5,0.5724470987811141,5,0.4472283663650496,5,5,5,5,5,0.3902997235604363,5,5,5,5,5,5,0.453
9_d8CQrCYUw-2610,0.9920790109163244,0.5132743362831859,0.2857142857142857,1.2,0.009,0,0.018,0.018,0.044,0.009,0.08,0.009,0.035,0.106,0.133,0.009,0.088,0.071,0.027,0.009,0.053,0,0.053,0.035,0,0.124,0,0.035,0,0,0,0,0.018,0.390730695089296,5,0.3787557582666869,5,5,5,5,5,5,5,5,5,5,5,5,0.8842388704871159,5,5,5,5,5,0.9271583994446035,5,0.5696033780598299,5,2.490537641054937,5,5,5,5,0.542
9_d8CQrCYUw-2700,0.9722395821714163,0.4824561403508772,0.36666666666666664,1.292,0.009,0.009,0.009,0.026,0.079,0,0.079,0,0.044,0.149,0.158,0.009,0.079,0.044,0.035,0.009,0.018,0.009,0.088,0.018,0,0.114,0,0.009,0,0,0,0,0.009,0.5529077974601853,5,5,5,0.572555716902252,0.4517083603767228,5,5,5,5,5,5,5,5,0.8948801772688306,0.9173701145181595,5,0.5630703295455458,5,5,5,0.572555716902252,0.9056374005300651,0.3764796597180229,5,2.2770406839199224,5,5,0.5675636057269683,5,0.529
9_d8CQrCYUw-2790,0.8375449916828124,0.48582995951417,0.2,2.8,0.012,0.02,0.004,0.004,0.049,0.004,0.049,0.004,0.073,0.117,0.105,0.04,0.109,0.069,0.02,0.008,0.045,0.02,0.028,0.045,0.004,0.105,0,0.016,0,0.028,0,0,0.008,5,5,5,5,5,5,5,5,5,0.9312957328653167,5,5,0.5699716575156712,5,5,5,5,5,5,0.5549463629967455,5,0.43455625598924147,0.8998035096505129,5,5,5,5,5,0.5744540531258421,5,0.61
9_d8CQrCYUw-2880,1.1236741750338026,0.5294117647058824,0.43333333333333335,1.675,0,0.007,0,0.02,0.02,0,0.098,0,0.052,0.092,0.176,0.02,0.039,0.105,0.033,0.033,0.02,0,0.098,0.026,0,0.085,0,0.013,0,0.013,0,0,0.026,0.43863196888728234,5,5,5,0.5623216537069073,0.35854891965228264,5,5,5,0.9171264137301078,5,5,0.894910329541823,0.8113641955698261,0.8661915091261018,5,5,5,5,0.5507483357582047,0.9243556282280598,0.3558122278614301,5,0.8813923790783444,5,5,0.7148997038907416,5,0.93009806108581,5,0.507
9_d8CQrCYUw-2970,1.0179617889510229,0.4838709677419355,0.3333333333333333,2.083,0,0,0.011,0.016,0.027,0.005,0.108,0.005,0.075,0.156,0.134,0.011,0.048,0.07,0.027,0.043,0.011,0.005,0.091,0.038,0,0.091,0,0,0.005,0.005,0,0,0.016,0.4116174934949986,5,5,5,0.36890506838917814,0.3410751359274294,5,5,5,5,5,0.8900545823513872,5,5,0.8955058142258112,0.9267808338078194,5,5,0.36409189173933504,5,5,0.34478287079422193,5,0.5497793452663532,5,5,5,5,0.44807344859330117,5,0.468
9_d8CQrCYUw-3060,0.9683058831257925,0.43410852713178294,0.3,1.467,0,0.023,0,0,0.016,0.008,0.109,0,0.085,0.14,0.155,0.031,0.093,0.07,0.031,0.008,0.039,0,0.062,0,0,0.093,0,0.008,0,0,0,0,0.016,0.5213402115099761,5,5,0.4166352127345668,5,0.5213402115099761,5,5,5,0.4480125206739393,0.7157158895348856,5,5,5,0.43386353097439156,0.8677713454913997,5,5,0.8030762823528632,5,5,0.8030762823528632,5,5,5,5,5,5,5,5,0.328
9_d8CQrCYUw-3150,1.2880532689376303,0.5373134328358209,0.34782608695652173,0.842,0,0.03,0.015,0,0.03,0,0.134,0.015,0.075,0.149,0.134,0.015,0.03,0.075,0.06,0.03,0.015,0,0.03,0.03,0,0.119,0,0,0,0,0,0,0,0.4017399568805427,5,5,5,0.5841578629234025,0.9213993213272311,5,5,5,0.4402692410082211,5,5,5,5,0.9213993213272311,5,5,5,5,5,5,0.9064375342010693,5,0.9213993213272311,5,5,5,5,0.9064375342010693,5,0.417
9_d8CQrCYUw-3240,0.9832988417410319,0.5352112676056338,0.3,1.7,0,0.021,0.007,0.014,0.014,0.021,0.113,0.007,0.099,0.12,0.127,0.014,0.042,0.113,0.035,0.007,0.007,0.007,0.042,0.028,0,0.134,0,0,0.007,0.014,0,0,0,0.3519931897890847,5,5,5,0.36771216098850934,5,5,0.4132732706268928,0.859385175914813,5,5,5,0.9046971129565688,5,5,0.8993533612078424,5,5,5,0.5528967797562769,5,5,5,0.521975978489663,0.8853820561555071,5,5,5,5,5,0.39
9_d8CQrCYUw-3330,0.8809462795415319,0.5146198830409356,0.3,1.858,0.006,0.006,0.006,0.012,0.047,0.006,0.082,0.006,0.029,0.105,0.117,0.018,0.07,0.088,0.018,0.006,0.053,0.006,0.047,0.076,0,0.105,0,0.029,0.012,0.018,0,0,0.023,0.8931331908412966,5,5,5,0.41507571790411313,5,5,0.5636042352459145,0.5562675332216057,5,5,0.8604084262505193,5,5,0.8759340075852482,5,5,5,0.9107900112153935,5,5,0.8788241840835204,5,0.8980662671604849,5,5,5,5,5,5,0.381
9_d8CQrCYUw-3420,1.1446123397775925,0.5161290322580645,0.3333333333333333,2.208,0,0.011,0.016,0.016,0.054,0,0.113,0,0.043,0.081,0.151,0.032,0.086,0.113,0.027,0.005,0.027,0.011,0.027,0.027,0,0.129,0,0.011,0,0.011,0,0,0,0.26050240329271646,5,0.37920463450786246,5,5,0.8222163136599804,5,5,5,0.9163434085419706,5,5,0.9010907548725257,5,0.42396442128332135,5,5,5,0.9163434085419706,0.9257212334401254,5,0.8222163136599804,5,5,5,5,5,5,0.9120142148871365,5,0.406
9_d8CQrCYUw-3510,0.9314613159932217,0.42201834862385323,0.23529411764705882,1.267,0.009,0.018,0.037,0,0.046,0,0.046,0,0.064,0.092,0.147,0.028,0.156,0.083,0.009,0,0.037,0,0.101,0,0,0.119,0,0.009,0,0,0,0,0,0.4719480069237339,5,5,5,5,5,5,0.42532570014227905,0.869701748571375,5,5,5,0.8532520533329173,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.475
9_d8CQrCYUw-3600,0.8591842317394169,0.5175879396984925,0.2,2.333,0,0.04,0.015,0.035,0.02,0.005,0.025,0.015,0.09,0.121,0.121,0,0.06,0.07,0.03,0.065,0.025,0.015,0.045,0.04,0,0.111,0,0.015,0,0,0,0,0.015,5,5,5,5,5,5,5,0.34082253948783064,0.575100331445373,5,5,0.5389498578992147,0.933394686132977,5,0.8463955950436641,5,5,5,5,5,0.32535587264416893,5,5,5,5,5,5,5,5,5,0.613
9_d8CQrCYUw-3690,0.9237008886260253,0.5144230769230769,0.3,2.592,0,0.029,0,0.01,0.029,0.01,0.067,0.01,0.087,0.125,0.168,0.014,0.072,0.087,0.029,0.014,0.034,0.01,0.019,0.005,0.014,0.115,0,0.019,0,0,0,0,0.014,5,5,5,5,5,5,5,0.8995409709402371,5,0.9200006283445683,5,0.8199668626023958,0.8919255432008961,0.4425465868510478,0.9208698583262286,5,5,0.9051846491655623,5,0.9191611874907997,5,5,0.4228512009128465,5,5,5,5,5,5,5,0.403
9_d8CQrCYUw-3780,1.1714278168328691,0.5317460317460317,0.3,1.433,0.008,0.008,0.008,0.008,0.024,0,0.063,0,0.063,0.151,0.23,0.032,0.063,0.063,0.008,0.024,0.04,0,0.04,0.024,0,0.111,0,0.016,0,0,0,0,0.008,0.5772627940155344,5,5,5,5,0.5848070339520379,5,5,5,5,0.4717157882000541,0.5292662867386381,5,0.9280282496073983,0.932031914516193,0.4635832746175667,5,5,0.46641319316652463,5,5,5,0.837923251004196,5,5,5,5,5,5,5,0.213
9_d8CQrCYUw-3870,1.1730300420906632,0.46408839779005523,0.3,2.067,0.006,0.006,0.006,0.017,0.033,0,0.072,0,0.061,0.094,0.204,0.039,0.039,0.099,0.033,0.006,0.055,0.006,0.039,0.033,0.006,0.122,0,0.017,0,0,0,0,0.006,0.4463024018750682,5,5,0.3963699126129662,5,5,5,0.3239639415834632,5,5,0.44094074203823935,0.5325972720811809,0.561080767996081,5,0.8844854867677129,0.938702359851856,5,5,0.5870574115921195,5,5,5,5,5,5,5,5,5,5,5,0.292
9_d8CQrCYUw-3960,1.196613954619697,0.5068493150684932,0.3,1.683,0,0.027,0.007,0.027,0.055,0,0.11,0.014,0.062,0.137,0.185,0.048,0.075,0.021,0.027,0.007,0.021,0,0.062,0,0,0.068,0,0,0,0,0,0,0.034,0.3614876768368318,5,0.35217369436560414,5,5,0.40440333324465105,0.45413460668062855,5,5,0.8618218945707953,5,5,5,5,0.9225839937329436,0.9081344134077848,5,5,5,5,5,0.2950502002547939,5,5,5,1.6195931452698296,5,5,5,5,0.473
9_d8CQrCYUw-4050,1.2862118509167006,0.5511811023622047,0.4,1.483,0,0,0.008,0,0.024,0.016,0.142,0,0.055,0.11,0.205,0.016,0.055,0.063,0.031,0.016,0.031,0,0.031,0.039,0,0.102,0,0,0,0.008,0,0,0.024,0.33044211738096074,5,0.29477480316703875,5,0.5882855994971187,0.9361511456149759,5,5,0.44626715680269685,5,0.5507836660037819,5,0.931645042480302,5,0.9361511456149759,0.9302077713123664,5,5,5,5,5,0.39296422223139493,5,0.9361511456149759,5,4.106714415623265,5,5,5,5,0.266
9_d8CQrCYUw-4140,1.134037911822073,0.5116279069767442,0.13333333333333333,1.583,0.008,0.016,0,0,0.039,0.008,0.078,0,0.016,0.124,0.209,0.008,0.062,0.078,0.039,0.008,0.031,0,0.039,0.047,0,0.163,0,0.008,0,0,0,0,0.016,5,5,0.35835087618650574,5,5,5,5,5,0.5251732888512629,5,0.5119116656939958,5,5,5,5,5,5,5,5,5,5,0.46618602460820774,5,5,5,5,5,5,5,5,0.214
9_d8CQrCYUw-4230,1.078716401542996,0.5178571428571429,0.2916666666666667,1.192,0,0,0.009,0,0.018,0,0.08,0,0.062,0.125,0.107,0,0.054,0.089,0.054,0.027,0.036,0,0.018,0.125,0.009,0.134,0,0.009,0,0,0,0,0.027,5,5,0.34996476326354636,5,5,5,5,5,0.4259776756215751,0.8371495994156966,0.8855396125945862,0.7430356472371509,5,5,0.9279396242779686,5,5,5,5,5,5,0.9379378721284867,5,5,5,5,5,5,5,5,0.164
9_d8CQrCYUw-4320,0.8548231291386484,0.5257731958762887,0.1,2.217,0.005,0.021,0,0.005,0.036,0.005,0.052,0.005,0.062,0.088,0.149,0.031,0.082,0.041,0.026,0.031,0.072,0.01,0.031,0.093,0,0.103,0,0.005,0.005,0.005,0,0,0.01,5,5,5,5,5,5,5,5,5,0.9120668921137757,5,5,0.3985050144232134,5,5,5,5,5,5,5,5,5,0.9303513350958565,5,5,5,5,5,5,5,0.277
9_d8CQrCYUw-4410,0.7644039882966689,0.5076142131979695,0.16666666666666666,2.158,0.01,0.02,0.025,0.01,0.025,0.01,0.081,0,0.051,0.086,0.137,0.02,0.081,0.061,0.03,0.051,0.046,0,0.02,0.041,0,0.142,0,0.02,0,0.01,0,0,0.005,5,5,5,5,5,5,5,5,5,0.9142264392365232,5,5,0.38221734604093066,5,0.8820604888516302,0.8956117373128293,5,5,5,5,5,5,0.8972029373848208,5,5,5,5,5,5,5,0.229
